OO	FORE	PALA	PALA	LUCC
Male12	Male15	Male31	Male32	Male11
Male33	Male34	Male20	Male4	Male19
Male29	Male35	Male18	Male28	Male17
	Male9	Male1	Male2	
	Male5	Male6	Male23	
	Male24	Male21	Male10	
	Male25	Male13		
	Male27	Male16		
	Male7	Male3		
	Male8	Male14		
	Male22			
	Male30			
	Male26			
OO	FORE	PALA	PALA	LUCC	SHOL	PLES
Female45	Female24	Female3	Female33	Female18	Female53	Female47
Female46	Female55	Female2	Female5	Female17	Female36	Female48
Female29	Female52	Female6	Female38	Female13	Female40	Female50
	Female56	Female20	Female21	Female42	Female15	Female8
	Female35	Female16	Female27	Female34	Female37	Female11
	Female9	Female4	Female54	Female19	Female12	Female44
	Female25	Female32	Female30	Female51	Female31	Female7
	Female39	Female14		Female43	Female22	Female49
		Female28		Female23		
		Female41		Female10		
		Female26				
		Female1				
OO	FORE	PALA	PALA	LUCC
4	4	4	3	4
3	4	3	4	5
4	4	3	3	5
	4	3	3	
	4	2	4	
	4	3	3	
	5	2		
	4	2		
	4	3		
	4	3		
	4			
	4			
	4			
OO	FORE	PALA	PALA	LUCC	SHOL	PLES
6	6	6	4	5	6	7
6	6	5	5	7	5	7
6	6	4	5	6	5	7
	6	4	3	5	5	7
	6	6	5	6	5	7
	6	5	4	5	5	7
	6	5	5	5	7	7
	6	5		6	5	7
		5		6		
		5		5		
		3				
		4				
