OO,FORE,PALA,PALA,LUCC
Male24 3,Male22 4,Male28 3,Male31 2,Male19 4
Male12 4,Male33 4,Male23 3,Male21 3,Male11 5
Male29 4,Male7 4,Male18 2,Male3 3,Male17 5
,Male30 4,Male9 2,Male20 3,
,Male35 4,Male10 3,Male1 3,
,Male34 4,Male13 4,Male14 3,
,Male16 5,Male32 3,,
,Male25 4,Male4 4,,
,Male8 4,Male6 3,,
,Male5 4,Male2 4,,
,Male15 4,,,
,Male26 4,,,
,Male27 4,,,
OO,FORE,PALA,PALA,LUCC,SHOL,PLES
Female50 6,Female35 6,Female21 4,Female30 4,Female23 5,Female12 6,Female48 7
Female46 6,Female34 6,Female16 5,Female3 5,Female38 6,Female40 7,Female7 7
Female29 6,Female36 6,Female6 5,Female20 5,Female51 6,Female45 5,Female42 7
,Female55 6,Female2 6,Female37 3,Female52 5,Female22 5,Female8 7
,Female56 6,Female5 4,Female27 4,Female17 7,Female31 5,Female44 7
,Female25 6,Female26 5,Female54 3,Female10 6,Female24 5,Female47 7
,Female11 6,Female4 6,Female33 3,Female43 5,Female15 5,Female49 7
,Female39 6,Female32 5,,Female18 6,Female53 5,Female9 7
,,Female14 5,,Female13 5,,
,,Female28 5,,Female19 6,,
,,Female1 5,,,,
,,Female41 5,,,,
